no,provinsi,kabupaten,npsn,nama_sekolah,slot_1_csv,slot_1_status,slot_1_kode_kk,slot_1_nama_kk,slot_1_score,slot_2_csv,slot_2_status,slot_2_kode_kk,slot_2_nama_kk,slot_2_score,slot_3_csv,slot_3_status,slot_3_kode_kk,slot_3_nama_kk,slot_3_score,slot_4_csv,slot_4_status,slot_4_kode_kk,slot_4_nama_kk,slot_4_score,slot_5_csv,slot_5_status,slot_5_kode_kk,slot_5_nama_kk,slot_5_score
85,Aceh,Lhokseumawe,10105625,SMK NEGERI 1 LHOKSEUMAWE,Teknik Komputer dan Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,Rekayasa Perangkat Lunak,MATCHED EXACT,4.1.1,Rekayasa Perangkat Lunak,100,Manajemen Perkantoran,MATCHED EXACT,8.2.1,Manajemen Perkantoran,100,,KOSONG,,,0,,KOSONG,,,0
86,Aceh,Lhokseumawe,10105627,SMK NEGERI 3 LHOKSEUMAWE,Bisnis Digital,MATCHED EXACT,8.1.1,Bisnis Digital,100,Akuntansi,MATCHED EXACT,8.3.3,Akuntansi,100,Manajemen Perkantoran,MATCHED EXACT,8.2.1,Manajemen Perkantoran,100,Layanan Perbankan Syariah,MATCHED EXACT,8.3.2,Layanan Perbankan Syariah,100,,KOSONG,,,0
87,Aceh,Lhokseumawe,10105626,SMK NEGERI 2 LHOKSEUMAWE,Desain dan Produksi Busana,MATCHED EXACT,10.7.1,Desain dan Produksi Busana,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
88,Aceh,Lhokseumawe,69758278,SMKN 8 LHOKSEUMAWE,Layanan Penunjang Laboratorium Medik,MATCHED EXACT,5.2.1,Layanan Penunjang Laboratorium Medik,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
89,Aceh,Lhokseumawe,10110769,SMKN 6 Lhokseumawe,Agribisnis Pengolahan Hasil Perikanan,MATCHED EXACT,6.5.2,Agribisnis Pengolahan Hasil Perikanan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
90,Aceh,Lhokseumawe,10111502,SMK SWASTA MUHAMMADIYAH LHOKSUKON,Manajemen Perkantoran,MATCHED EXACT,8.2.1,Manajemen Perkantoran,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
91,Aceh,Pidie Jaya,10112855,SMKN 1 BANDAR BARU,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
92,Aceh,Pidie Jaya,10100617,SMK SWASTA MUTIARA,Akuntansi,MATCHED EXACT,8.3.3,Akuntansi,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
93,Aceh,Simeulu,10111935,SMK NEGERI 1 TEUPAH SELATAN,Desain dan Produksi Busana,MATCHED EXACT,10.7.1,Desain dan Produksi Busana,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
94,Aceh,Simeulue,10103347,SMK NEGERI 1 SINABANG,Desain dan Produksi Busana,MATCHED EXACT,10.7.1,Desain dan Produksi Busana,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
95,Aceh,Simeulue,69949251,SMK NEGERI PERIKANAN SIMEULUE BARAT,Agribisnis Perikanan Air Payau dan Laut,DIJADIKAN SESUAI,6.3.2,Agribisnis Perikanan Payau dan Laut,98,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
96,Aceh,Simeulue,10111684,SMK Negeri 3 Sinabang,Agribisnis Perikanan Air Payau dan Laut,DIJADIKAN SESUAI,6.3.2,Agribisnis Perikanan Payau dan Laut,98,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
97,Sumatera Barat,Kabupaten Pasaman,69754554,SMKN 1 SIMPANG ALAHAN MATI,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,Teknik Komputer Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
98,Sumatera Barat,Kabupaten Pasaman Barat,10310878,SMK N 1 RANAH BATAHAN,Pengelasan,DIJADIKAN SESUAI,2.3.1,Teknik Pengelasan,95,Teknik Audio Video,MATCHED EXACT,2.5.1,Teknik Audio Video,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
99,Sumatera Barat,Kabupaten Pasaman Barat,10306135,SMK N 1 SASAK RANAH PASISIE,Agribisnis Perikanan Air Tawar (APAT),DIJADIKAN SESUAI,6.3.3,Agribisnis Perikanan Air Tawar,94,Teknik Bisnis Sepeda Motor,DIJADIKAN SESUAI,2.2.2,Teknik Sepeda Motor,78,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
100,Sumatera Barat,Kabupaten Pesisir Selatan,10301946,SMKS TEKNOLOGI LENGAYANG,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,Teknik Instalasi Tenaga Listrik,MATCHED EXACT,3.1.1,Teknik Instalasi Tenaga Listrik,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
101,Sumatera Utara,Kabupaten Langkat,10220646,SMKN 1 TANJUNG PURA,Teknik Kendaraan Ringan,MATCHED EXACT,2.2.1,Teknik Kendaraan Ringan,100,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
102,Sumatera Utara,Kabupaten Tapanuli Tengah,10260493,SMKN 1 LUMUT,Teknik Kendaraan Ringan,MATCHED EXACT,2.2.1,Teknik Kendaraan Ringan,100,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
103,Sumatera Utara,Kabupaten Langkat,69953551,SMK SWASTA TAMAN SISWA PADANG TUALANG,Teknik Kendaraan  Ringan,MATCHED EXACT,2.2.1,Teknik Kendaraan Ringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
104,Sumatera Utara,Kabupaten Langkat,10259372,SMKS SRI LANGKAT,Teknik Kendaraan Ringan,MATCHED EXACT,2.2.1,Teknik Kendaraan Ringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
105,Sumatera Utara,Kabupaten Langkat,10220747,SMK SWASTA TAMAN SISWA SAWIT SEBERANG,Teknik Kendaraan Ringan,MATCHED EXACT,2.2.1,Teknik Kendaraan Ringan,100,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
106,Sumatera Utara,Kota Medan,69727256,SMK Swasta Imelda Medan,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,Teknik Instalasi Tenaga Listrik,MATCHED EXACT,3.1.1,Teknik Instalasi Tenaga Listrik,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
107,Sumatera Utara,Kabupaten Tapanuli Tengah,70044057,SMK Negeri 1 Sukabangun,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
108,Sumatera Utara,Kota Medan,10211209,SMK TI SWASTA BUDI AGUNG MEDAN,Teknik Kendaraan Ringan,MATCHED EXACT,2.2.1,Teknik Kendaraan Ringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
109,Sumatera Utara,Kabupaten Mandailing Natal,10208081,SMKN 1 BATANG NATAL,Teknik Komputer dan Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,Teknik Audio Video,MATCHED EXACT,2.5.1,Teknik Audio Video,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
110,Sumatera Utara,Kabupaten Langkat,69956351,SMK SWASTA TARUNA BANGSA,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
111,Sumatera Utara,Kabupaten Tapanuli Utara,10220604,SMKN 1 PAHAE JULU,Teknik Instalasi Tenaga Listrik,MATCHED EXACT,3.1.1,Teknik Instalasi Tenaga Listrik,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
112,Sumatera Utara,Kabupaten Langkat,10201068,SMK PERSIAPAN PADANG TUALANG,Teknik Kendaraan Ringan,MATCHED EXACT,2.2.1,Teknik Kendaraan Ringan,100,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
113,Sumatera Utara,Kabupaten Langkat,10259283,SMKS AL-MA'ARIF,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
114,Sumatera Utara,Kabupaten Tapanuli Tengah,10260526,SMKN 1 BADIRI,Desain dan Produksi Busana,MATCHED EXACT,10.7.1,Desain dan Produksi Busana,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
115,Sumatera Utara,Kabupaten Langkat,69725097,SMK SWASTA AL HIKMAH,Teknik Sepeda Motor,MATCHED EXACT,2.2.2,Teknik Sepeda Motor,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
116,Sumatera Utara,Kota Medan,10210765,SMKN 8 MEDAN,Desain dan Produksi Busana,MATCHED EXACT,10.7.1,Desain dan Produksi Busana,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
117,Sumatera Utara,Kabupaten Langkat,10257578,SMKS AL JAMIYATUL WASHLIYAH,Teknik Komputer Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
118,Sumatera Utara,Kabupaten Langkat,69956580,SMK SWASTA AL-MAKSUM YAZID,Teknik Komputer  Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
119,Sumatera Utara,Kabupaten Langkat,10259709,SMKS MAJU,Teknik Komputer dan Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
120,Sumatera Utara,Kab. Tapanuli Tengah,10206597,SMKS TI MUHAMMADIYAH 11 SIBULUAN,Teknik Bisnis Sepeda Motor,DIJADIKAN SESUAI,2.2.2,Teknik Sepeda Motor,78,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
121,Sumatera Utara,Kab. Langkat,10201331,SMKS HARAPAN BABALAN,Manajemen Perkantoran,MATCHED EXACT,8.2.1,Manajemen Perkantoran,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
122,Sumatera Utara,Kab. Langkat,10260514,SMKS MUHAMMADIYAH 18 P BERANDAN,Teknik Komputer Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
123,Sumatera Utara,Kota Medan,10211076,SMKS YWKA Medan,Manajemen Perkantoran,MATCHED EXACT,8.2.1,Manajemen Perkantoran,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
124,Sumatera Utara,Kab. Tapanuli Tengah,10260540,SMK NEGERI 1 TAPIAN NAULI,Teknik Komputer Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
125,Sumatera Utara,Kab. Mandailing Natal,10208082,SMKN 1 NATAL,Teknik Komputer Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
126,Sumatera Utara,Kabupaten Langkat,10220748,SMKS YPII TANJUNG PURA,Teknik Komputer Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
127,Sumatera Utara,Kab. Tapanuli Selatan,10220618,SMKN 1 BATANGTORU,Agribisnis Tanaman Pangan dan Hortikultura,MATCHED EXACT,6.1.2,Agribisnis Tanaman Pangan dan Hortikultura,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
128,Sumatera Utara,Kabupaten Tapanuli Selatan,60725063,SMKN 2 BATANG TORU,Teknik Alat Berat,MATCHED EXACT,2.2.3,Teknik Alat Berat,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
129,Sumatera Utara,Kabupaten Tapanuli Utara,10220208,SMKN LOSIDA SIATAS BARITA,Teknik Komputer Jaringan,MATCHED EXACT,4.2.1,Teknik Komputer dan Jaringan,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
130,Sumatera Utara,Kab. Langkat,10201070,SMKS PEMBANGUNAN NASIONAL PANGKALAN SUSU,Manajemen Perkantoran,MATCHED EXACT,8.2.1,Manajemen Perkantoran,100,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
131,Sumatera Utara,Kab. Langkat,69937373,SMK SWASTA KESEHATAN RACHMAD INSANI,Keperawatan,DIJADIKAN SESUAI,5.1.1,Layanan Penunjang Keperawatan dan Caregiving,93,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0,,KOSONG,,,0
